"Compound name","Smiles","logkp (cm/s)","skin source type","skin source site","used layer","skin preparation","storage temperature (°C)","storage duration (days)","neat","donor/skin surface temperature (°C)","donor pH","donor type","acceptor temperature (°C)","acceptor pH","acceptor type","cell type","reference","DOI","LogP","molecular weight"
Corticosterone,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-7.079,Cadaver,unknown,epidermis,heat separation,4,14,0,unknown,unknown,PBS,unknown,unknown,PBS,Franz cell,"Mitragotri, 1996",10.1023/A:1016096626810,2.6667000000000014,346.21440944
Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,-6.079,Cadaver,unknown,epidermis,heat separation,4,14,0,unknown,unknown,PBS,unknown,unknown,PBS,Franz cell,"Mitragotri, 1996",10.1023/A:1016096626810,3.609200000000002,272.177630008
Salicylic acid,OC(=O)c1ccccc1O,-7.556,Cadaver,unknown,epidermis,heat separation,4,14,0,unknown,unknown,PBS,unknown,unknown,PBS,Franz cell,"Mitragotri, 1996",10.1023/A:1016096626810,1.0903999999999998,138.031694052
Sucrose,OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,-8.84,Cadaver,unknown,epidermis,heat separation,4,14,0,unknown,unknown,PBS,unknown,unknown,PBS,Franz cell,"Mitragotri, 1996",10.1023/A:1016096626810,-5.395599999999993,342.11621152399994
Water,O,-7.079,Cadaver,unknown,epidermis,heat separation,4,14,0,unknown,unknown,PBS,unknown,unknown,PBS,Franz cell,"Mitragotri, 1996",10.1023/A:1016096626810,-0.8247,18.010564684
Aldosterone,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C=O)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-8.079,unknown,unknown,epidermis,heat separation,unknown,unknown,0,unknown,7.4,PBS,unknown,7.4,PBS,Glass diffusion cell,"Mitragotri, 2000",10.1023/A:1007547809430,1.8456999999999997,360.193673996
Corticosterone,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-7.556,unknown,unknown,epidermis,heat separation,unknown,unknown,0,unknown,7.4,PBS,unknown,7.4,PBS,Glass diffusion cell,"Mitragotri, 2000",10.1023/A:1007547809430,2.6667000000000014,346.21440944
1-Decanol,CCCCCCCCCCO,-4.602,unknown,unknown,epidermis,heat separation,unknown,unknown,0,unknown,7.4,PBS,unknown,7.4,PBS,Glass diffusion cell,"Mitragotri, 2000",10.1023/A:1007547809430,3.119400000000002,158.167065324
Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,-6.079,unknown,unknown,epidermis,heat separation,unknown,unknown,0,unknown,7.4,PBS,unknown,7.4,PBS,Glass diffusion cell,"Mitragotri, 2000",10.1023/A:1007547809430,3.609200000000002,272.177630008
Lidocaine,CCN(CC(=O)Nc1c(C)cccc1C)CC,-6.079,unknown,unknown,epidermis,heat separation,unknown,unknown,0,unknown,7.4,PBS,unknown,7.4,PBS,Glass diffusion cell,"Mitragotri, 2000",10.1023/A:1007547809430,2.5837400000000006,234.173213324
Naphthol,Oc1cccc2c1cccc2,-5.141,unknown,unknown,epidermis,heat separation,unknown,unknown,0,unknown,7.4,PBS,unknown,7.4,PBS,Glass diffusion cell,"Mitragotri, 2000",10.1023/A:1007547809430,2.5454000000000008,144.057514876
1-Octanol,CCCCCCCCO,-4.711,unknown,unknown,epidermis,heat separation,unknown,unknown,0,unknown,7.4,PBS,unknown,7.4,PBS,Glass diffusion cell,"Mitragotri, 2000",10.1023/A:1007547809430,2.3392000000000013,130.135765196
Progesterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,-5.255,unknown,unknown,epidermis,heat separation,unknown,unknown,0,unknown,7.4,PBS,unknown,7.4,PBS,Glass diffusion cell,"Mitragotri, 2000",10.1023/A:1007547809430,4.723500000000005,314.2245802
Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,-6.214,unknown,unknown,epidermis,heat separation,unknown,unknown,0,unknown,7.4,PBS,unknown,7.4,PBS,Glass diffusion cell,"Mitragotri, 2000",10.1023/A:1007547809430,3.8792000000000026,288.208930136
Bisoprolol Fumarate,OC(COc1ccc(cc1)COCCOC(C)C)CNC(C)C.OC(=O)/C=C/C(=O)O,-7.125,Abdominoplasty,abdomen,"epidermis, dermis","dermatomed 1200um, hydrated",-20,unknown,0,32,unknown,unknown,32,7.4,Sorensen buffer,Franz cell,"Modamio, 1998",10.1016/S0378-5173(98)00214-2,2.0777,441.23626707999995
Celiprolol Hydrochloride,CCN(C(=O)Nc1ccc(c(c1)C(=O)C)OCC(CNC(C)(C)C)O)CC.Cl,-6.785,Abdominoplasty,abdomen,"epidermis, dermis","dermatomed 1200um, hydrated",-20,unknown,0,32,unknown,unknown,32,7.4,Sorensen buffer,Franz cell,"Modamio, 1998",10.1016/S0378-5173(98)00214-2,3.312500000000002,415.22378424799996
Atenolol,OC(COc1ccc(cc1)CC(=O)N)CNC(C)C,-7.857,Abdominoplasty,abdomen,"epidermis, dermis","dermatomed 1200um, hydrated",-20,unknown,0,32,7.4,Sorensen buffer,32,7.6,Sorensen buffer,Franz cell,"Modamio, 2000",10.1016/S0378-5173(99)00380-4,0.4521,266.163042564
Metoprolol,COCCc1ccc(cc1)OCC(CNC(C)C)O,-6.637,Abdominoplasty,abdomen,"epidermis, dermis","dermatomed 1200um, hydrated",-20,unknown,0,32,7.4,Sorensen buffer,32,7.6,Sorensen buffer,Franz cell,"Modamio, 2000",10.1016/S0378-5173(99)00380-4,1.6131999999999997,267.18344366
Oxprenolol,C=CCOc1ccccc1OCC(CNC(C)C)O,-6.369,Abdominoplasty,abdomen,"epidermis, dermis","dermatomed 1200um, hydrated",-20,unknown,0,32,7.4,Sorensen buffer,32,7.6,Sorensen buffer,Franz cell,"Modamio, 2000",10.1016/S0378-5173(99)00380-4,1.9891,265.167793596
Propranolol,OC(COc1cccc2c1cccc2)CNC(C)C,-6.306,Abdominoplasty,abdomen,"epidermis, dermis","dermatomed 1200um, hydrated",-20,unknown,0,32,7.4,Sorensen buffer,32,7.6,Sorensen buffer,Franz cell,"Modamio, 2000",10.1016/S0378-5173(99)00380-4,2.5775000000000006,259.157228912
Mannitol,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,-7.81,unknown,unknown,epidermis,heat separation,unknown,unknown,0,37,7.5,PBS with sodium azide,37,7.5,PBS with sodium azide,Glass diffusion cell,"Peck, 1994",10.1023/A:1018998529283,-3.5853999999999986,182.079038168
Raffinose,OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H]([C@@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O,-8.208,unknown,unknown,epidermis,heat separation,unknown,unknown,0,37,7.5,PBS with sodium azide,37,7.5,PBS with sodium azide,Glass diffusion cell,"Peck, 1994",10.1023/A:1018998529283,-7.571399999999989,504.1690349439998
Sucrose,OC[C@H]1O[C@@]([C@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,-8.075,unknown,unknown,epidermis,heat separation,unknown,unknown,0,37,7.5,PBS with sodium azide,37,7.5,PBS with sodium azide,Glass diffusion cell,"Peck, 1994",10.1023/A:1018998529283,-5.395599999999993,342.11621152399994
Urea,NC(=O)N,-7.317,unknown,unknown,epidermis,heat separation,unknown,unknown,0,37,7.5,PBS with sodium azide,37,7.5,PBS with sodium azide,Glass diffusion cell,"Peck, 1994",10.1023/A:1018998529283,-0.9762,60.032362748
Nicotine,CN1CCCC1c1cccnc1,-5.546,Abdominoplasty or mammaplasty,"abdomen, breast","epidermis, dermis",dermatomed 408um,-18,180,0,32,7.4,PBS,37,7.4,PBS,Franz cell,"Qvist, 2000",10.1016/S0928-0987(00)00091-9,1.8483,162.115698448
Salicylic acid,OC(=O)c1ccccc1O,-5.136,Abdominoplasty or mammaplasty,"abdomen, breast","epidermis, dermis",dermatomed 408um,-18,180,0,32,2.5,PBS,37,7.4,PBS,Franz cell,"Qvist, 2000",10.1016/S0928-0987(00)00091-9,1.0903999999999998,138.031694052
Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,-5.856,Abdominoplasty or mammaplasty,"abdomen, breast","epidermis, dermis",dermatomed 408um,-18,180,0,32,unknown,PBS with ethanol,37,7.4,PBS,Franz cell,"Qvist, 2000",10.1016/S0928-0987(00)00091-9,3.8792000000000026,288.208930136
"2,4,6-Trichlorophenol",Clc1cc(Cl)c(c(c1)Cl)O,-4.783,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,3.3524000000000007,195.924947756
"2,4-Dichlorophenol",Clc1ccc(c(c1)Cl)O,-4.778,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,2.699000000000001,161.963920108
o-Chlorophenol,Oc1ccccc1Cl,-5.037,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,2.0456000000000003,128.00289246
o-Cresol,Cc1ccccc1O,-5.36,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,1.70062,108.057514876
"3,4-Xylenol",Oc1ccc(c(c1)C)C,-5.0,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,2.0090399999999997,122.07316494
m-Cresol,Cc1cccc(c1)O,-5.373,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,1.7006199999999996,108.057514876
m-Nitrophenol,Oc1cccc(c1)[N+](=O)[O-],-5.805,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,1.3003999999999998,139.02694302
p-Bromophenol,Oc1ccc(cc1)Br,-4.999,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,2.1547,171.95237688
p-Chlorophenol,Oc1ccc(cc1)Cl,-4.996,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,2.0456,128.00289246
p-Cresol,Cc1ccc(cc1)O,-5.313,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,1.7006199999999996,108.057514876
p-Ethylphenol,CCc1ccc(cc1)O,-5.014,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,1.9545999999999997,122.07316494
p-Nitrophenol,Oc1ccc(cc1)[N+](=O)[O-],-5.81,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,1.3003999999999998,139.02694302
2-Naphthol,Oc1ccc2c(c1)cccc2,-5.111,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,2.5454,144.057514876
Chlorocresol,Cc1c(O)cccc1Cl,-4.816,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,2.3540200000000002,142.018542524
Chloroxylenol,Cc1ccc(c(c1C)O)Cl,-4.785,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,2.6624400000000015,156.034192588
Methyl 4-hydroxybenzoate,COC(=O)c1ccc(cc1)O,-5.596,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,1.1788,152.047344116
Phenol,Oc1ccccc1,-5.614,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,1.3921999999999999,94.041864812
Resorcinol,Oc1cccc(c1)O,-7.176,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,1.0977999999999999,110.036779432
Thymol,Cc1ccc(c(c1)O)C(C)C,-4.834,Cadaver,abdomen,epidermis,exposure to ammonia fumes,unknown,unknown,0,25,unknown,unknown,25,unknown,unknown,Pyrex cell,"Roberts, 1977",10.1111/j.2042-7158.1977.tb11434.x ,2.824020000000001,150.104465068
4-Cyanophenol,N#Cc1ccc(cc1)O,-5.731,Cadaver,"back, leg",epidermis,heat separation,-70,unknown,0,32,7.4,PBS,32,7.4,PBS with sodium azide,unknown,"Romonchuk, 2010",10.1159/000272121,1.26388,119.03711378
Methyl 4-hydroxybenzoate,COC(=O)c1ccc(cc1)O,-5.634,Cadaver,"back, leg",epidermis,heat separation,-70,unknown,0,32,7.4,PBS,32,7.4,PBS with sodium azide,unknown,"Romonchuk, 2010",10.1159/000272121,1.1788,152.047344116
Codeine,COc1ccc2c3c1OC1C43CCN(C(C2)C4C=CC1O)C,-7.866,Cadaver,abdomen,epidermis,heat separation,-20,unknown,0,37,7.4,Citrate-phosphate buffer,37,7.4,unknown,Glass diffusion cell,"Roy, 1989",10.1023/A:1015944018555,1.5011,299.152143532
Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,-5.808,Cadaver,abdomen,epidermis,heat separation,-20,unknown,0,37,7.4,Citrate-phosphate buffer,37,7.4,unknown,Glass diffusion cell,"Roy, 1989",10.1023/A:1015944018555,4.136700000000004,336.22016351599996
Hydromorphone,O=C1CC[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O,-8.38,Cadaver,abdomen,epidermis,heat separation,-20,unknown,0,37,7.4,Citrate-phosphate buffer,37,7.4,unknown,Glass diffusion cell,"Roy, 1989",10.1023/A:1015944018555,1.6302999999999999,285.136493468
Meperidine,CCOC(=O)C1(CCN(CC1)C)c1ccccc1,-5.988,Cadaver,abdomen,epidermis,heat separation,-20,unknown,0,37,7.4,Citrate-phosphate buffer,37,7.4,unknown,Glass diffusion cell,"Roy, 1989",10.1023/A:1015944018555,2.2131,247.157228912
Morphine,O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O,-8.588,Cadaver,abdomen,epidermis,heat separation,-20,unknown,0,37,7.4,Citrate-phosphate buffer,37,7.4,unknown,Glass diffusion cell,"Roy, 1989",10.1023/A:1015944018555,1.1981,285.136493468
Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,-5.477,Cadaver,abdomen,epidermis,heat separation,-20,unknown,0,37,7.4,Citrate-phosphate buffer,37,7.4,unknown,Glass diffusion cell,"Roy, 1989",10.1023/A:1015944018555,4.214800000000004,386.20279919999996
Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,-5.503,Cadaver,"abdomen, thigh",epidermis,heat separation,-20,unknown,0,37,7.4,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.136700000000004,336.22016351599996
Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,-5.374,Cadaver,"abdomen, thigh",epidermis,heat separation,-20,unknown,0,37,7.4,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.214800000000004,386.20279919999996
Butyl p-aminobenzoate,CCCCOC(=O)c1ccc(cc1)N,-4.607,Cadaver,thigh,"epidermis, dermis",dermatomed 300um,4,unknown,0,25,unknown,unknown,25,unknown,unknown,Flow through cell,"Roy, 1993",10.1002/jps.2600821217,2.2257,193.11027872
Ethyl p-aminobenzoate,CCOC(=O)c1ccc(cc1)N,-5.255,Cadaver,thigh,"epidermis, dermis",dermatomed 300um,4,unknown,0,25,unknown,unknown,25,unknown,unknown,Flow through cell,"Roy, 1993",10.1002/jps.2600821217,1.4455,165.078978592
Methyl p-aminobenzoate,COC(=O)c1ccc(cc1)N,-5.195,Cadaver,thigh,"epidermis, dermis",dermatomed 300um,4,unknown,0,25,unknown,unknown,25,unknown,unknown,Flow through cell,"Roy, 1993",10.1002/jps.2600821217,1.0554,151.063328528
Morphine,O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O,-9.352,Cadaver,"abdomen, thigh",epidermis,heat separation,-20,unknown,0,37,7.5,unknown,37,7.4,unknown,Glass diffusion cell,"Roy, 1994",10.1002/jps.2600831215,1.1981,285.136493468
Ketorolac,OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,-5.799,Cadaver,unknown,"epidermis, dermis",unknown,unknown,unknown,0,32,7.4,unknown,32,7.4,PBS with gentamycine,Franz cell,"Roy, 1995",10.1002/jps.2600841010 ,2.2910000000000004,255.089543276
1-Butanol,CCCCO,-6.158,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,Pyrex cell,"Scheuplein, 1965",10.1038/jid.1965.140,0.7787999999999999,74.07316494
Ethanol,CCO,-6.556,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,Pyrex cell,"Scheuplein, 1965",10.1038/jid.1965.140,-0.0014000000000000123,46.041864812
1-Heptanol,CCCCCCCO,-5.051,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,Pyrex cell,"Scheuplein, 1965",10.1038/jid.1965.140,1.9491,116.120115132
1-Hexanol,CCCCCCO,-5.442,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,Pyrex cell,"Scheuplein, 1965",10.1038/jid.1965.140,1.559,102.104465068
Methanol,CO,-6.556,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,Pyrex cell,"Scheuplein, 1965",10.1038/jid.1965.140,-0.3915,32.026214748
1-Octanol,CCCCCCCCO,-4.84,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,Pyrex cell,"Scheuplein, 1965",10.1038/jid.1965.140,2.3392000000000013,130.135765196
1-Pentanol,CCCCCO,-5.778,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,Pyrex cell,"Scheuplein, 1965",10.1038/jid.1965.140,1.1689,88.088815004
1-Propanol,CCCO,-6.41,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,Pyrex cell,"Scheuplein, 1965",10.1038/jid.1965.140,0.3887,60.057514876
"2,3-Butanediol",CC(C(O)C)O,-7.857,unknown,unknown,epidermis,unknown,unknown,unknown,0,30,unknown,unknown,30,unknown,unknown,unknown,"Scheuplein, 1967",10.1038/jid.1967.11,-0.252,90.06807956
Butan-2-one,CCC(=O)C,-5.903,unknown,unknown,epidermis,unknown,unknown,unknown,0,30,unknown,unknown,30,unknown,unknown,unknown,"Scheuplein, 1967",10.1038/jid.1967.11,0.9854,72.057514876
2-Ethoxyethanol,OCCOCC,-7.158,unknown,unknown,epidermis,unknown,unknown,unknown,0,30,unknown,unknown,30,unknown,unknown,unknown,"Scheuplein, 1967",10.1038/jid.1967.11,0.01519999999999988,90.06807956
Diethyl ether,CCOCC,-5.325,unknown,unknown,epidermis,unknown,unknown,unknown,0,30,unknown,unknown,30,unknown,unknown,unknown,"Scheuplein, 1967",10.1038/jid.1967.11,1.0428000000000002,74.07316494
1-Butanol,CCCCO,-6.079,unknown,unknown,epidermis,unknown,unknown,unknown,0,30,unknown,unknown,30,unknown,unknown,unknown,"Scheuplein, 1967",10.1038/jid.1967.11,0.7787999999999999,74.07316494
1-Heptanol,CCCCCCCO,-4.981,unknown,unknown,epidermis,unknown,unknown,unknown,0,30,unknown,unknown,30,unknown,unknown,unknown,"Scheuplein, 1967",10.1038/jid.1967.11,1.9491,116.120115132
1-Propanol,CCCO,-6.326,unknown,unknown,epidermis,unknown,unknown,unknown,0,30,unknown,unknown,30,unknown,unknown,unknown,"Scheuplein, 1967",10.1038/jid.1967.11,0.3887,60.057514876
Aldosterone,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C=O)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-9.079,unknown,unknown,epidermis,unknown,unknown,unknown,0,26,unknown,unknown,26,unknown,unknown,unknown,"Scheuplein, 1969",10.1038/jid.1969.9,1.8456999999999997,360.193673996
Cortexolone,OCC(=O)C1(O)CCC2C1(C)CCC1C2CCC2=CC(=O)CCC12C,-7.681,unknown,unknown,epidermis,unknown,unknown,unknown,0,26,unknown,unknown,26,unknown,unknown,unknown,"Scheuplein, 1969",10.1038/jid.1969.9,2.8108000000000013,346.21440944
Cortexone,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-6.903,unknown,unknown,epidermis,unknown,unknown,unknown,0,26,unknown,unknown,26,unknown,unknown,unknown,"Scheuplein, 1969",10.1038/jid.1969.9,3.6959000000000026,330.21949481999997
Corticosterone,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-7.778,unknown,unknown,epidermis,unknown,unknown,unknown,0,26,unknown,unknown,26,unknown,unknown,unknown,"Scheuplein, 1969",10.1038/jid.1969.9,2.6667000000000014,346.21440944
Cortisone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)CC(=O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-8.556,unknown,unknown,epidermis,unknown,unknown,unknown,0,26,unknown,unknown,26,unknown,unknown,unknown,"Scheuplein, 1969",10.1038/jid.1969.9,1.9897999999999998,360.193673996
Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,-7.079,unknown,unknown,epidermis,unknown,unknown,unknown,0,26,unknown,unknown,26,unknown,unknown,unknown,"Scheuplein, 1969",10.1038/jid.1969.9,3.609200000000002,272.177630008
Estriol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1C[C@H]([C@@H]2O)O)C,-7.954,unknown,unknown,epidermis,unknown,unknown,unknown,0,26,unknown,unknown,26,unknown,unknown,unknown,"Scheuplein, 1969",10.1038/jid.1969.9,2.580000000000001,288.17254462799997
Estrone,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C,-6.0,unknown,unknown,epidermis,unknown,unknown,unknown,0,26,unknown,unknown,26,unknown,unknown,unknown,"Scheuplein, 1969",10.1038/jid.1969.9,3.817400000000003,270.161979944
Hydrocortisone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-9.079,unknown,unknown,epidermis,unknown,unknown,unknown,0,26,unknown,unknown,26,unknown,unknown,unknown,"Scheuplein, 1969",10.1038/jid.1969.9,1.7815999999999996,362.20932406
Hydroxypregnenolone,CC(=O)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CCC(C2)(O)O,-6.778,unknown,unknown,epidermis,unknown,unknown,unknown,0,26,unknown,unknown,26,unknown,unknown,unknown,"Scheuplein, 1969",10.1038/jid.1969.9,3.835300000000004,332.23514488399996
17-Hydroxyprogesterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(O)C(=O)C)C)C,-6.778,unknown,unknown,epidermis,unknown,unknown,unknown,0,26,unknown,unknown,26,unknown,unknown,unknown,"Scheuplein, 1969",10.1038/jid.1969.9,3.8384000000000027,330.21949481999997
Pregnenolone,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2C(=O)C)C)C1)C,-6.38,unknown,unknown,epidermis,unknown,unknown,unknown,0,26,unknown,unknown,26,unknown,unknown,unknown,"Scheuplein, 1969",10.1038/jid.1969.9,4.515300000000004,316.240230264
Progesterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,-6.38,unknown,unknown,epidermis,unknown,unknown,unknown,0,26,unknown,unknown,26,unknown,unknown,unknown,"Scheuplein, 1969",10.1038/jid.1969.9,4.723500000000005,314.2245802
Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,-6.954,unknown,unknown,epidermis,unknown,unknown,unknown,0,26,unknown,unknown,26,unknown,unknown,unknown,"Scheuplein, 1969",10.1038/jid.1969.9,3.8792000000000026,288.208930136
Ethanol,CCO,-3.653,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Scheuplein, 1971",10.1152/physrev.1971.51.4.702,-0.0014000000000000123,46.041864812
1-Heptanol,CCCCCCCO,-2.051,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Scheuplein, 1971",10.1152/physrev.1971.51.4.702,1.9491,116.120115132
1-Hexanol,CCCCCCO,-2.442,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Scheuplein, 1971",10.1152/physrev.1971.51.4.702,1.559,102.104465068
